Дата	Профессия	Сотрудник	Сумма	Отделение
10.01.2016	Кассир	Глинчикова	300,00	Пушкинская
10.04.2016	Кассир	Каменков	300,00	Пушкинская
10.04.2016	Кассир	Казакова	300,00	Пушкинская
10.10.2016	Кассир	Елманова	300,00	Студенческа
10.04.2016	Кассир	Титс	300,00	Пушкинская
10.04.2016	Кассир	Глинчикова	300,00	Пушкинская
10.10.2016	Кассир	Хачатурян	300,00	Университет
10.10.2016	Кассир	Баранов	300,00	Университет
10.07.2016	Кассир	Черемных	300,00	ВДНХ
10.07.2016	Менеджер	Семенов	500,00	Чистые пруд
10.07.2016	Менеджер	Сгибнева	500,00	Бибирево
10.07.2016	Менеджер	Никонуренков	500,00	Чистые пруд
10.07.2016	Менеджер	Шипицин	500,00	Студенческа
10.01.2016	Менеджер	Белоусова	500,00	ВДНХ
10.08.2016	Менеджер	Михеев	500,00	Главный
10.07.2016	Менеджер	Булатова	500,00	Бибирево
10.08.2016	Менеджер	Чадина	500,00	Главный
10.01.2016	Менеджер	Майская	500,00	ВДНХ
10.08.2016	Менеджер	Покручин	500,00	Главный
10.08.2016	Менеджер	Киров	500,00	Главный
10.07.2016	Менеджер	Белоусова	500,00	ВДНХ
10.07.2016	Менеджер	Захаркин	500,00	Кузьминки
10.07.2016	Менеджер	Восков	500,00	Арбатская
10.07.2016	Менеджер	Абрамова	500,00	Студенческа
10.07.2016	Менеджер	Голубкова	500,00	Арбатская
10.07.2016	Менеджер	Дроздов	500,00	Арбатская
10.07.2016	Менеджер	Колосов	500,00	Университет
10.07.2016	Менеджер	Коноплева	500,00	Университет
10.07.2016	Менеджер	Шапарная	500,00	Кузьминки
10.07.2016	Менеджер	Фролова	500,00	Чистые пруд
10.01.2016	Менеджер	Севрюкова	500,00	Пушкинская
10.11.2016	Менеджер	Андреев	500,00	Пушкинская
10.01.2016	Менеджер	Андреев	500,00	Пушкинская
10.01.2016	Менеджер	Крылова	500,00	Пушкинская
10.11.2016	Менеджер	Калянов	500,00	Чистые пруд
10.11.2016	Менеджер	Фролова	500,00	Чистые пруд
10.11.2016	Менеджер	Никонуренков	500,00	Чистые пруд
10.11.2016	Менеджер	Семенов	500,00	Чистые пруд
10.11.2016	Менеджер	Крылова	500,00	Пушкинская
10.01.2016	Менеджер	Константинов	500,00	Пушкинская
10.11.2016	Менеджер	Дроздов	500,00	Арбатская
10.11.2016	Менеджер	Голубкова	500,00	Арбатская
10.11.2016	Менеджер	Восков	500,00	Арбатская
10.11.2016	Менеджер	Булатова	500,00	Бибирево
10.11.2016	Менеджер	Сгибнева	500,00	Бибирево
10.11.2016	Менеджер	Белоусова	500,00	ВДНХ
10.11.2016	Менеджер	Майская	500,00	ВДНХ
10.11.2016	Менеджер	Абрамова	500,00	Студенческа
10.10.2016	Менеджер	Коноплева	500,00	Университет
10.10.2016	Менеджер	Булатова	500,00	Бибирево
10.10.2016	Менеджер	Сгибнева	500,00	Бибирево
10.10.2016	Менеджер	Белоусова	500,00	ВДНХ
10.10.2016	Менеджер	Майская	500,00	ВДНХ
10.10.2016	Менеджер	Абрамова	500,00	Студенческа
10.10.2016	Менеджер	Шипицин	500,00	Студенческа
10.10.2016	Менеджер	Колосов	500,00	Университет
10.11.2016	Менеджер	Севрюкова	500,00	Пушкинская
10.10.2016	Менеджер	Захаркин	500,00	Кузьминки
10.10.2016	Менеджер	Шапарная	500,00	Кузьминки
10.11.2016	Менеджер	Михеев	500,00	Главный
10.11.2016	Менеджер	Чадина	500,00	Главный
10.11.2016	Менеджер	Покручин	500,00	Главный
10.11.2016	Менеджер	Киров	500,00	Главный
10.11.2016	Менеджер	Тюрина	500,00	Пушкинская
10.10.2016	Менеджер	Восков	500,00	Арбатская
10.12.2016	Менеджер	Белоусова	500,00	ВДНХ
10.12.2016	Менеджер	Голубкова	500,00	Арбатская
10.12.2016	Менеджер	Восков	500,00	Арбатская
10.01.2016	Менеджер	Киров	500,00	Главный
10.12.2016	Менеджер	Булатова	500,00	Бибирево
10.12.2016	Менеджер	Сгибнева	500,00	Бибирево
10.01.2016	Менеджер	Покручин	500,00	Главный
10.01.2016	Менеджер	Чадина	500,00	Главный
10.12.2016	Менеджер	Дроздов	500,00	Арбатская
10.12.2016	Менеджер	Майская	500,00	ВДНХ
10.01.2016	Менеджер	Подчуфарова	500,00	Главный
10.12.2016	Менеджер	Абрамова	500,00	Студенческа
10.12.2016	Менеджер	Шипицин	500,00	Студенческа
10.12.2016	Менеджер	Колосов	500,00	Университет
10.12.2016	Менеджер	Коноплева	500,00	Университет
10.12.2016	Менеджер	Захаркин	500,00	Кузьминки
10.12.2016	Менеджер	Шапарная	500,00	Кузьминки
10.11.2016	Менеджер	Шипицин	500,00	Студенческа
10.12.2016	Менеджер	Киров	500,00	Главный
10.11.2016	Менеджер	Колосов	500,00	Университет
10.11.2016	Менеджер	Коноплева	500,00	Университет
10.11.2016	Менеджер	Захаркин	500,00	Кузьминки
10.11.2016	Менеджер	Шапарная	500,00	Кузьминки
10.12.2016	Менеджер	Михеев	500,00	Главный
10.12.2016	Менеджер	Чадина	500,00	Главный
10.12.2016	Менеджер	Покручин	500,00	Главный
10.12.2016	Менеджер	Семенов	500,00	Чистые пруд
10.12.2016	Менеджер	Тюрина	500,00	Пушкинская
10.12.2016	Менеджер	Севрюкова	500,00	Пушкинская
10.12.2016	Менеджер	Крылова	500,00	Пушкинская
10.12.2016	Менеджер	Андреев	500,00	Пушкинская
10.12.2016	Менеджер	Калянов	500,00	Чистые пруд
10.12.2016	Менеджер	Фролова	500,00	Чистые пруд
10.12.2016	Менеджер	Никонуренков	500,00	Чистые пруд
10.01.2016	Менеджер	Сгибнева	500,00	Бибирево
10.09.2016	Менеджер	Чадина	500,00	Главный
10.08.2016	Менеджер	Шипицин	500,00	Студенческа
10.08.2016	Менеджер	Колосов	500,00	Университет
10.08.2016	Менеджер	Коноплева	500,00	Университет
10.08.2016	Менеджер	Захаркин	500,00	Кузьминки
10.08.2016	Менеджер	Шапарная	500,00	Кузьминки
10.01.2016	Менеджер	Восков	500,00	Арбатская
10.09.2016	Менеджер	Михеев	500,00	Главный
10.08.2016	Менеджер	Абрамова	500,00	Студенческа
10.09.2016	Менеджер	Покручин	500,00	Главный
10.09.2016	Менеджер	Киров	500,00	Главный
10.01.2016	Менеджер	Голубкова	500,00	Арбатская
10.01.2016	Менеджер	Дроздов	500,00	Арбатская
10.09.2016	Менеджер	Тюрина	500,00	Пушкинская
10.09.2016	Менеджер	Севрюкова	500,00	Пушкинская
10.09.2016	Менеджер	Крылова	500,00	Пушкинская
10.09.2016	Менеджер	Андреев	500,00	Пушкинская
10.09.2016	Менеджер	Пехтерев	500,00	Чистые пруд
10.08.2016	Менеджер	Никонуренков	500,00	Чистые пруд
10.08.2016	Менеджер	Тюрина	500,00	Пушкинская
10.08.2016	Менеджер	Севрюкова	500,00	Пушкинская
10.08.2016	Менеджер	Крылова	500,00	Пушкинская
10.08.2016	Менеджер	Андреев	500,00	Пушкинская
